Id,Location,Label,Value,ASCII
66,GoodImg/Bmp/Sample001/img001-00066,1,0,48
67,GoodImg/Bmp/Sample001/img001-00067,1,0,48
68,GoodImg/Bmp/Sample001/img001-00068,1,0,48
69,GoodImg/Bmp/Sample001/img001-00069,1,0,48
70,GoodImg/Bmp/Sample001/img001-00070,1,0,48
71,GoodImg/Bmp/Sample001/img001-00071,1,0,48
72,GoodImg/Bmp/Sample001/img001-00072,1,0,48
73,GoodImg/Bmp/Sample001/img001-00073,1,0,48
74,GoodImg/Bmp/Sample001/img001-00074,1,0,48
75,GoodImg/Bmp/Sample001/img001-00075,1,0,48
76,GoodImg/Bmp/Sample001/img001-00076,1,0,48
77,GoodImg/Bmp/Sample001/img001-00077,1,0,48
78,GoodImg/Bmp/Sample001/img001-00078,1,0,48
79,GoodImg/Bmp/Sample001/img001-00079,1,0,48
80,GoodImg/Bmp/Sample001/img001-00080,1,0,48
81,GoodImg/Bmp/Sample001/img001-00081,1,0,48
82,GoodImg/Bmp/Sample001/img001-00082,1,0,48
83,GoodImg/Bmp/Sample001/img001-00083,1,0,48
84,GoodImg/Bmp/Sample001/img001-00084,1,0,48
85,GoodImg/Bmp/Sample001/img001-00085,1,0,48
86,GoodImg/Bmp/Sample001/img001-00086,1,0,48
87,GoodImg/Bmp/Sample001/img001-00087,1,0,48
88,GoodImg/Bmp/Sample001/img001-00088,1,0,48
89,GoodImg/Bmp/Sample001/img001-00089,1,0,48
90,GoodImg/Bmp/Sample001/img001-00090,1,0,48
91,GoodImg/Bmp/Sample001/img001-00091,1,0,48
92,GoodImg/Bmp/Sample001/img001-00092,1,0,48
93,GoodImg/Bmp/Sample001/img001-00093,1,0,48
94,GoodImg/Bmp/Sample001/img001-00094,1,0,48
95,GoodImg/Bmp/Sample001/img001-00095,1,0,48
96,GoodImg/Bmp/Sample001/img001-00096,1,0,48
97,GoodImg/Bmp/Sample001/img001-00097,1,0,48
98,GoodImg/Bmp/Sample001/img001-00098,1,0,48
99,GoodImg/Bmp/Sample001/img001-00099,1,0,48
100,GoodImg/Bmp/Sample001/img001-00100,1,0,48
101,GoodImg/Bmp/Sample001/img001-00101,1,0,48
102,GoodImg/Bmp/Sample001/img001-00102,1,0,48
103,GoodImg/Bmp/Sample001/img001-00103,1,0,48
104,GoodImg/Bmp/Sample001/img001-00104,1,0,48
105,GoodImg/Bmp/Sample001/img001-00105,1,0,48
106,GoodImg/Bmp/Sample002/img002-00001,2,1,49
107,GoodImg/Bmp/Sample002/img002-00002,2,1,49
108,GoodImg/Bmp/Sample002/img002-00003,2,1,49
109,GoodImg/Bmp/Sample002/img002-00004,2,1,49
110,GoodImg/Bmp/Sample002/img002-00005,2,1,49
111,GoodImg/Bmp/Sample002/img002-00006,2,1,49
112,GoodImg/Bmp/Sample002/img002-00007,2,1,49
113,GoodImg/Bmp/Sample002/img002-00008,2,1,49
114,GoodImg/Bmp/Sample002/img002-00009,2,1,49
115,GoodImg/Bmp/Sample002/img002-00010,2,1,49
116,GoodImg/Bmp/Sample002/img002-00011,2,1,49
117,GoodImg/Bmp/Sample002/img002-00012,2,1,49
118,GoodImg/Bmp/Sample002/img002-00013,2,1,49
119,GoodImg/Bmp/Sample002/img002-00014,2,1,49
120,GoodImg/Bmp/Sample002/img002-00015,2,1,49
121,GoodImg/Bmp/Sample002/img002-00016,2,1,49
122,GoodImg/Bmp/Sample002/img002-00017,2,1,49
123,GoodImg/Bmp/Sample002/img002-00018,2,1,49
124,GoodImg/Bmp/Sample002/img002-00019,2,1,49
125,GoodImg/Bmp/Sample002/img002-00020,2,1,49
126,GoodImg/Bmp/Sample002/img002-00021,2,1,49
127,GoodImg/Bmp/Sample002/img002-00022,2,1,49
128,GoodImg/Bmp/Sample002/img002-00023,2,1,49
129,GoodImg/Bmp/Sample002/img002-00024,2,1,49
130,GoodImg/Bmp/Sample002/img002-00025,2,1,49
131,GoodImg/Bmp/Sample002/img002-00026,2,1,49
132,GoodImg/Bmp/Sample002/img002-00027,2,1,49
133,GoodImg/Bmp/Sample002/img002-00028,2,1,49
134,GoodImg/Bmp/Sample002/img002-00029,2,1,49
135,GoodImg/Bmp/Sample002/img002-00030,2,1,49
136,GoodImg/Bmp/Sample002/img002-00031,2,1,49
137,GoodImg/Bmp/Sample002/img002-00032,2,1,49
138,GoodImg/Bmp/Sample002/img002-00033,2,1,49
139,GoodImg/Bmp/Sample002/img002-00034,2,1,49
140,GoodImg/Bmp/Sample002/img002-00035,2,1,49
141,GoodImg/Bmp/Sample002/img002-00036,2,1,49
142,GoodImg/Bmp/Sample002/img002-00037,2,1,49
143,GoodImg/Bmp/Sample002/img002-00038,2,1,49
144,GoodImg/Bmp/Sample002/img002-00039,2,1,49
145,GoodImg/Bmp/Sample002/img002-00040,2,1,49
146,GoodImg/Bmp/Sample002/img002-00041,2,1,49
147,GoodImg/Bmp/Sample002/img002-00042,2,1,49
148,GoodImg/Bmp/Sample002/img002-00043,2,1,49
149,GoodImg/Bmp/Sample002/img002-00044,2,1,49
150,GoodImg/Bmp/Sample002/img002-00045,2,1,49
151,GoodImg/Bmp/Sample002/img002-00046,2,1,49
152,GoodImg/Bmp/Sample002/img002-00047,2,1,49
153,GoodImg/Bmp/Sample002/img002-00048,2,1,49
154,GoodImg/Bmp/Sample002/img002-00049,2,1,49
155,GoodImg/Bmp/Sample002/img002-00050,2,1,49
156,GoodImg/Bmp/Sample002/img002-00051,2,1,49
157,GoodImg/Bmp/Sample002/img002-00052,2,1,49
158,GoodImg/Bmp/Sample002/img002-00053,2,1,49
159,GoodImg/Bmp/Sample002/img002-00054,2,1,49
160,GoodImg/Bmp/Sample002/img002-00055,2,1,49
161,GoodImg/Bmp/Sample002/img002-00056,2,1,49
162,GoodImg/Bmp/Sample002/img002-00057,2,1,49
163,GoodImg/Bmp/Sample002/img002-00058,2,1,49
164,GoodImg/Bmp/Sample002/img002-00059,2,1,49
165,GoodImg/Bmp/Sample002/img002-00060,2,1,49
166,GoodImg/Bmp/Sample002/img002-00061,2,1,49
167,GoodImg/Bmp/Sample002/img002-00062,2,1,49
168,GoodImg/Bmp/Sample002/img002-00063,2,1,49
169,GoodImg/Bmp/Sample002/img002-00064,2,1,49
170,GoodImg/Bmp/Sample002/img002-00065,2,1,49
171,GoodImg/Bmp/Sample002/img002-00066,2,1,49
172,GoodImg/Bmp/Sample002/img002-00067,2,1,49
173,GoodImg/Bmp/Sample002/img002-00068,2,1,49
174,GoodImg/Bmp/Sample002/img002-00069,2,1,49
175,GoodImg/Bmp/Sample002/img002-00070,2,1,49
176,GoodImg/Bmp/Sample002/img002-00071,2,1,49
177,GoodImg/Bmp/Sample002/img002-00072,2,1,49
178,GoodImg/Bmp/Sample002/img002-00073,2,1,49
179,GoodImg/Bmp/Sample002/img002-00074,2,1,49
180,GoodImg/Bmp/Sample002/img002-00075,2,1,49
181,GoodImg/Bmp/Sample002/img002-00076,2,1,49
182,GoodImg/Bmp/Sample002/img002-00077,2,1,49
183,GoodImg/Bmp/Sample002/img002-00078,2,1,49
184,GoodImg/Bmp/Sample002/img002-00079,2,1,49
185,GoodImg/Bmp/Sample003/img003-00001,3,2,50
186,GoodImg/Bmp/Sample003/img003-00002,3,2,50
187,GoodImg/Bmp/Sample003/img003-00003,3,2,50
188,GoodImg/Bmp/Sample003/img003-00004,3,2,50
189,GoodImg/Bmp/Sample003/img003-00005,3,2,50
190,GoodImg/Bmp/Sample003/img003-00006,3,2,50
191,GoodImg/Bmp/Sample003/img003-00007,3,2,50
192,GoodImg/Bmp/Sample003/img003-00008,3,2,50
193,GoodImg/Bmp/Sample003/img003-00009,3,2,50
194,GoodImg/Bmp/Sample003/img003-00010,3,2,50
195,GoodImg/Bmp/Sample003/img003-00011,3,2,50
196,GoodImg/Bmp/Sample003/img003-00012,3,2,50
197,GoodImg/Bmp/Sample003/img003-00013,3,2,50
198,GoodImg/Bmp/Sample003/img003-00014,3,2,50
199,GoodImg/Bmp/Sample003/img003-00015,3,2,50
200,GoodImg/Bmp/Sample003/img003-00016,3,2,50
201,GoodImg/Bmp/Sample003/img003-00017,3,2,50
202,GoodImg/Bmp/Sample003/img003-00018,3,2,50
203,GoodImg/Bmp/Sample003/img003-00019,3,2,50
204,GoodImg/Bmp/Sample003/img003-00020,3,2,50
205,GoodImg/Bmp/Sample003/img003-00021,3,2,50
206,GoodImg/Bmp/Sample003/img003-00022,3,2,50
207,GoodImg/Bmp/Sample003/img003-00023,3,2,50
208,GoodImg/Bmp/Sample003/img003-00024,3,2,50
209,GoodImg/Bmp/Sample003/img003-00025,3,2,50
210,GoodImg/Bmp/Sample003/img003-00026,3,2,50
211,GoodImg/Bmp/Sample003/img003-00027,3,2,50
212,GoodImg/Bmp/Sample003/img003-00028,3,2,50
213,GoodImg/Bmp/Sample003/img003-00029,3,2,50
214,GoodImg/Bmp/Sample003/img003-00030,3,2,50
215,GoodImg/Bmp/Sample003/img003-00031,3,2,50
216,GoodImg/Bmp/Sample003/img003-00032,3,2,50
217,GoodImg/Bmp/Sample003/img003-00033,3,2,50
218,GoodImg/Bmp/Sample003/img003-00034,3,2,50
219,GoodImg/Bmp/Sample003/img003-00035,3,2,50
220,GoodImg/Bmp/Sample003/img003-00036,3,2,50
221,GoodImg/Bmp/Sample003/img003-00037,3,2,50
222,GoodImg/Bmp/Sample003/img003-00038,3,2,50
223,GoodImg/Bmp/Sample003/img003-00039,3,2,50
224,GoodImg/Bmp/Sample003/img003-00040,3,2,50
225,GoodImg/Bmp/Sample003/img003-00041,3,2,50
226,GoodImg/Bmp/Sample003/img003-00042,3,2,50
227,GoodImg/Bmp/Sample003/img003-00043,3,2,50
228,GoodImg/Bmp/Sample003/img003-00044,3,2,50
229,GoodImg/Bmp/Sample003/img003-00045,3,2,50
230,GoodImg/Bmp/Sample003/img003-00046,3,2,50
231,GoodImg/Bmp/Sample003/img003-00047,3,2,50
232,GoodImg/Bmp/Sample003/img003-00048,3,2,50
233,GoodImg/Bmp/Sample003/img003-00049,3,2,50
234,GoodImg/Bmp/Sample003/img003-00050,3,2,50
235,GoodImg/Bmp/Sample003/img003-00051,3,2,50
236,GoodImg/Bmp/Sample003/img003-00052,3,2,50
237,GoodImg/Bmp/Sample003/img003-00053,3,2,50
238,GoodImg/Bmp/Sample003/img003-00054,3,2,50
239,GoodImg/Bmp/Sample003/img003-00055,3,2,50
240,GoodImg/Bmp/Sample003/img003-00056,3,2,50
241,GoodImg/Bmp/Sample003/img003-00057,3,2,50
242,GoodImg/Bmp/Sample003/img003-00058,3,2,50
243,GoodImg/Bmp/Sample003/img003-00059,3,2,50
244,GoodImg/Bmp/Sample003/img003-00060,3,2,50
245,GoodImg/Bmp/Sample003/img003-00061,3,2,50
246,GoodImg/Bmp/Sample003/img003-00062,3,2,50
247,GoodImg/Bmp/Sample003/img003-00063,3,2,50
248,GoodImg/Bmp/Sample003/img003-00064,3,2,50
249,GoodImg/Bmp/Sample003/img003-00065,3,2,50
250,GoodImg/Bmp/Sample003/img003-00066,3,2,50
251,GoodImg/Bmp/Sample003/img003-00067,3,2,50
252,GoodImg/Bmp/Sample003/img003-00068,3,2,50
253,GoodImg/Bmp/Sample003/img003-00069,3,2,50
254,GoodImg/Bmp/Sample003/img003-00070,3,2,50
255,GoodImg/Bmp/Sample004/img004-00001,4,3,51
256,GoodImg/Bmp/Sample004/img004-00002,4,3,51
257,GoodImg/Bmp/Sample004/img004-00003,4,3,51
258,GoodImg/Bmp/Sample004/img004-00004,4,3,51
259,GoodImg/Bmp/Sample004/img004-00005,4,3,51
260,GoodImg/Bmp/Sample004/img004-00006,4,3,51
261,GoodImg/Bmp/Sample004/img004-00007,4,3,51
262,GoodImg/Bmp/Sample004/img004-00008,4,3,51
263,GoodImg/Bmp/Sample004/img004-00009,4,3,51
264,GoodImg/Bmp/Sample004/img004-00010,4,3,51
265,GoodImg/Bmp/Sample004/img004-00011,4,3,51
266,GoodImg/Bmp/Sample004/img004-00012,4,3,51
267,GoodImg/Bmp/Sample004/img004-00013,4,3,51
268,GoodImg/Bmp/Sample004/img004-00014,4,3,51
269,GoodImg/Bmp/Sample004/img004-00015,4,3,51
270,GoodImg/Bmp/Sample004/img004-00016,4,3,51
271,GoodImg/Bmp/Sample004/img004-00017,4,3,51
272,GoodImg/Bmp/Sample004/img004-00018,4,3,51
273,GoodImg/Bmp/Sample004/img004-00019,4,3,51
274,GoodImg/Bmp/Sample004/img004-00020,4,3,51
275,GoodImg/Bmp/Sample004/img004-00021,4,3,51
276,GoodImg/Bmp/Sample004/img004-00022,4,3,51
277,GoodImg/Bmp/Sample004/img004-00023,4,3,51
278,GoodImg/Bmp/Sample004/img004-00024,4,3,51
279,GoodImg/Bmp/Sample004/img004-00025,4,3,51
280,GoodImg/Bmp/Sample004/img004-00026,4,3,51
281,GoodImg/Bmp/Sample004/img004-00027,4,3,51
282,GoodImg/Bmp/Sample004/img004-00028,4,3,51
283,GoodImg/Bmp/Sample004/img004-00029,4,3,51
284,GoodImg/Bmp/Sample004/img004-00030,4,3,51
285,GoodImg/Bmp/Sample004/img004-00031,4,3,51
286,GoodImg/Bmp/Sample004/img004-00032,4,3,51
287,GoodImg/Bmp/Sample004/img004-00033,4,3,51
288,GoodImg/Bmp/Sample004/img004-00034,4,3,51
289,GoodImg/Bmp/Sample004/img004-00035,4,3,51
290,GoodImg/Bmp/Sample004/img004-00036,4,3,51
291,GoodImg/Bmp/Sample004/img004-00037,4,3,51
292,GoodImg/Bmp/Sample004/img004-00038,4,3,51
293,GoodImg/Bmp/Sample004/img004-00039,4,3,51
294,GoodImg/Bmp/Sample004/img004-00040,4,3,51
295,GoodImg/Bmp/Sample004/img004-00041,4,3,51
296,GoodImg/Bmp/Sample004/img004-00042,4,3,51
297,GoodImg/Bmp/Sample004/img004-00043,4,3,51
298,GoodImg/Bmp/Sample004/img004-00044,4,3,51
299,GoodImg/Bmp/Sample004/img004-00045,4,3,51
300,GoodImg/Bmp/Sample004/img004-00046,4,3,51
301,GoodImg/Bmp/Sample004/img004-00047,4,3,51
302,GoodImg/Bmp/Sample004/img004-00048,4,3,51
303,GoodImg/Bmp/Sample004/img004-00049,4,3,51
304,GoodImg/Bmp/Sample004/img004-00050,4,3,51
305,GoodImg/Bmp/Sample005/img005-00001,5,4,52
306,GoodImg/Bmp/Sample005/img005-00002,5,4,52
307,GoodImg/Bmp/Sample005/img005-00003,5,4,52
308,GoodImg/Bmp/Sample005/img005-00004,5,4,52
309,GoodImg/Bmp/Sample005/img005-00005,5,4,52
310,GoodImg/Bmp/Sample005/img005-00006,5,4,52
311,GoodImg/Bmp/Sample005/img005-00007,5,4,52
312,GoodImg/Bmp/Sample005/img005-00008,5,4,52
313,GoodImg/Bmp/Sample005/img005-00009,5,4,52
314,GoodImg/Bmp/Sample005/img005-00010,5,4,52
315,GoodImg/Bmp/Sample005/img005-00011,5,4,52
316,GoodImg/Bmp/Sample005/img005-00012,5,4,52
317,GoodImg/Bmp/Sample005/img005-00013,5,4,52
318,GoodImg/Bmp/Sample005/img005-00014,5,4,52
319,GoodImg/Bmp/Sample005/img005-00015,5,4,52
320,GoodImg/Bmp/Sample005/img005-00016,5,4,52
321,GoodImg/Bmp/Sample005/img005-00017,5,4,52
322,GoodImg/Bmp/Sample005/img005-00018,5,4,52
323,GoodImg/Bmp/Sample005/img005-00019,5,4,52
324,GoodImg/Bmp/Sample005/img005-00020,5,4,52
325,GoodImg/Bmp/Sample005/img005-00021,5,4,52
326,GoodImg/Bmp/Sample005/img005-00022,5,4,52
327,GoodImg/Bmp/Sample005/img005-00023,5,4,52
328,GoodImg/Bmp/Sample005/img005-00024,5,4,52
329,GoodImg/Bmp/Sample005/img005-00025,5,4,52
330,GoodImg/Bmp/Sample005/img005-00026,5,4,52
331,GoodImg/Bmp/Sample005/img005-00027,5,4,52
332,GoodImg/Bmp/Sample005/img005-00028,5,4,52
333,GoodImg/Bmp/Sample005/img005-00029,5,4,52
334,GoodImg/Bmp/Sample005/img005-00030,5,4,52
335,GoodImg/Bmp/Sample005/img005-00031,5,4,52
336,GoodImg/Bmp/Sample005/img005-00032,5,4,52
337,GoodImg/Bmp/Sample005/img005-00033,5,4,52
338,GoodImg/Bmp/Sample005/img005-00034,5,4,52
339,GoodImg/Bmp/Sample005/img005-00035,5,4,52
340,GoodImg/Bmp/Sample005/img005-00036,5,4,52
341,GoodImg/Bmp/Sample005/img005-00037,5,4,52
342,GoodImg/Bmp/Sample005/img005-00038,5,4,52
343,GoodImg/Bmp/Sample005/img005-00039,5,4,52
344,GoodImg/Bmp/Sample005/img005-00040,5,4,52
345,GoodImg/Bmp/Sample005/img005-00041,5,4,52
346,GoodImg/Bmp/Sample005/img005-00042,5,4,52
347,GoodImg/Bmp/Sample005/img005-00043,5,4,52
348,GoodImg/Bmp/Sample005/img005-00044,5,4,52
349,GoodImg/Bmp/Sample005/img005-00045,5,4,52
350,GoodImg/Bmp/Sample005/img005-00046,5,4,52
351,GoodImg/Bmp/Sample005/img005-00047,5,4,52
352,GoodImg/Bmp/Sample006/img006-00001,6,5,53
353,GoodImg/Bmp/Sample006/img006-00002,6,5,53
354,GoodImg/Bmp/Sample006/img006-00003,6,5,53
355,GoodImg/Bmp/Sample006/img006-00004,6,5,53
356,GoodImg/Bmp/Sample006/img006-00005,6,5,53
357,GoodImg/Bmp/Sample006/img006-00006,6,5,53
358,GoodImg/Bmp/Sample006/img006-00007,6,5,53
359,GoodImg/Bmp/Sample006/img006-00008,6,5,53
360,GoodImg/Bmp/Sample006/img006-00009,6,5,53
361,GoodImg/Bmp/Sample006/img006-00010,6,5,53
362,GoodImg/Bmp/Sample006/img006-00011,6,5,53
363,GoodImg/Bmp/Sample006/img006-00012,6,5,53
364,GoodImg/Bmp/Sample006/img006-00013,6,5,53
365,GoodImg/Bmp/Sample006/img006-00014,6,5,53
366,GoodImg/Bmp/Sample006/img006-00015,6,5,53
367,GoodImg/Bmp/Sample006/img006-00016,6,5,53
368,GoodImg/Bmp/Sample006/img006-00017,6,5,53
369,GoodImg/Bmp/Sample006/img006-00018,6,5,53
370,GoodImg/Bmp/Sample006/img006-00019,6,5,53
371,GoodImg/Bmp/Sample006/img006-00020,6,5,53
372,GoodImg/Bmp/Sample006/img006-00021,6,5,53
373,GoodImg/Bmp/Sample006/img006-00022,6,5,53
374,GoodImg/Bmp/Sample006/img006-00023,6,5,53
375,GoodImg/Bmp/Sample006/img006-00024,6,5,53
376,GoodImg/Bmp/Sample006/img006-00025,6,5,53
377,GoodImg/Bmp/Sample006/img006-00026,6,5,53
378,GoodImg/Bmp/Sample006/img006-00027,6,5,53
379,GoodImg/Bmp/Sample006/img006-00028,6,5,53
380,GoodImg/Bmp/Sample006/img006-00029,6,5,53
381,GoodImg/Bmp/Sample006/img006-00030,6,5,53
382,GoodImg/Bmp/Sample006/img006-00031,6,5,53
383,GoodImg/Bmp/Sample006/img006-00032,6,5,53
384,GoodImg/Bmp/Sample006/img006-00033,6,5,53
385,GoodImg/Bmp/Sample006/img006-00034,6,5,53
386,GoodImg/Bmp/Sample006/img006-00035,6,5,53
387,GoodImg/Bmp/Sample006/img006-00036,6,5,53
388,GoodImg/Bmp/Sample006/img006-00037,6,5,53
389,GoodImg/Bmp/Sample006/img006-00038,6,5,53
390,GoodImg/Bmp/Sample006/img006-00039,6,5,53
391,GoodImg/Bmp/Sample006/img006-00040,6,5,53
392,GoodImg/Bmp/Sample006/img006-00041,6,5,53
393,GoodImg/Bmp/Sample006/img006-00042,6,5,53
394,GoodImg/Bmp/Sample006/img006-00043,6,5,53
395,GoodImg/Bmp/Sample006/img006-00044,6,5,53
396,GoodImg/Bmp/Sample006/img006-00045,6,5,53
397,GoodImg/Bmp/Sample006/img006-00046,6,5,53
398,GoodImg/Bmp/Sample006/img006-00047,6,5,53
399,GoodImg/Bmp/Sample006/img006-00048,6,5,53
400,GoodImg/Bmp/Sample006/img006-00049,6,5,53
401,GoodImg/Bmp/Sample006/img006-00050,6,5,53
402,GoodImg/Bmp/Sample006/img006-00051,6,5,53
403,GoodImg/Bmp/Sample006/img006-00052,6,5,53
404,GoodImg/Bmp/Sample006/img006-00053,6,5,53
405,GoodImg/Bmp/Sample006/img006-00054,6,5,53
406,GoodImg/Bmp/Sample006/img006-00055,6,5,53
407,GoodImg/Bmp/Sample006/img006-00056,6,5,53
408,GoodImg/Bmp/Sample006/img006-00057,6,5,53
409,GoodImg/Bmp/Sample006/img006-00058,6,5,53
410,GoodImg/Bmp/Sample006/img006-00059,6,5,53
411,GoodImg/Bmp/Sample006/img006-00060,6,5,53
412,GoodImg/Bmp/Sample006/img006-00061,6,5,53
413,GoodImg/Bmp/Sample006/img006-00062,6,5,53
414,GoodImg/Bmp/Sample006/img006-00063,6,5,53
415,GoodImg/Bmp/Sample006/img006-00064,6,5,53
416,GoodImg/Bmp/Sample007/img007-00001,7,6,54
417,GoodImg/Bmp/Sample007/img007-00002,7,6,54
418,GoodImg/Bmp/Sample007/img007-00003,7,6,54
419,GoodImg/Bmp/Sample007/img007-00004,7,6,54
420,GoodImg/Bmp/Sample007/img007-00005,7,6,54
421,GoodImg/Bmp/Sample007/img007-00006,7,6,54
422,GoodImg/Bmp/Sample007/img007-00007,7,6,54
423,GoodImg/Bmp/Sample007/img007-00008,7,6,54
424,GoodImg/Bmp/Sample007/img007-00009,7,6,54
425,GoodImg/Bmp/Sample007/img007-00010,7,6,54
426,GoodImg/Bmp/Sample007/img007-00011,7,6,54
427,GoodImg/Bmp/Sample007/img007-00012,7,6,54
428,GoodImg/Bmp/Sample007/img007-00013,7,6,54
429,GoodImg/Bmp/Sample007/img007-00014,7,6,54
430,GoodImg/Bmp/Sample007/img007-00015,7,6,54
431,GoodImg/Bmp/Sample007/img007-00016,7,6,54
432,GoodImg/Bmp/Sample007/img007-00017,7,6,54
433,GoodImg/Bmp/Sample007/img007-00018,7,6,54
434,GoodImg/Bmp/Sample007/img007-00019,7,6,54
435,GoodImg/Bmp/Sample007/img007-00020,7,6,54
436,GoodImg/Bmp/Sample007/img007-00021,7,6,54
437,GoodImg/Bmp/Sample007/img007-00022,7,6,54
438,GoodImg/Bmp/Sample007/img007-00023,7,6,54
439,GoodImg/Bmp/Sample007/img007-00024,7,6,54
440,GoodImg/Bmp/Sample007/img007-00025,7,6,54
441,GoodImg/Bmp/Sample007/img007-00026,7,6,54
442,GoodImg/Bmp/Sample007/img007-00027,7,6,54
443,GoodImg/Bmp/Sample007/img007-00028,7,6,54
444,GoodImg/Bmp/Sample007/img007-00029,7,6,54
445,GoodImg/Bmp/Sample007/img007-00030,7,6,54
446,GoodImg/Bmp/Sample007/img007-00031,7,6,54
447,GoodImg/Bmp/Sample007/img007-00032,7,6,54
448,GoodImg/Bmp/Sample007/img007-00033,7,6,54
449,GoodImg/Bmp/Sample007/img007-00034,7,6,54
450,GoodImg/Bmp/Sample007/img007-00035,7,6,54
451,GoodImg/Bmp/Sample007/img007-00036,7,6,54
452,GoodImg/Bmp/Sample007/img007-00037,7,6,54
453,GoodImg/Bmp/Sample007/img007-00038,7,6,54
454,GoodImg/Bmp/Sample007/img007-00039,7,6,54
455,GoodImg/Bmp/Sample007/img007-00040,7,6,54
456,GoodImg/Bmp/Sample007/img007-00041,7,6,54
457,GoodImg/Bmp/Sample007/img007-00042,7,6,54
458,GoodImg/Bmp/Sample007/img007-00043,7,6,54
459,GoodImg/Bmp/Sample007/img007-00044,7,6,54
460,GoodImg/Bmp/Sample007/img007-00045,7,6,54
461,GoodImg/Bmp/Sample007/img007-00046,7,6,54
462,GoodImg/Bmp/Sample007/img007-00047,7,6,54
463,GoodImg/Bmp/Sample007/img007-00048,7,6,54
464,GoodImg/Bmp/Sample007/img007-00049,7,6,54
465,GoodImg/Bmp/Sample007/img007-00050,7,6,54
